                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.273764       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -6.43344358282370e-03
 9.79767710011931e-01 -2.97165412985005e-03
 9.59465770916936e-01 -3.10812358316352e-04
 9.39101470755822e-01  1.50148849278162e-03
 9.18720047102566e-01  2.52061883702506e-03
 8.98366003309924e-01  2.70404583570298e-03
 8.78087459064240e-01  2.12537727679843e-03
 8.57928224002699e-01  8.22823243832462e-04
 8.37923725406200e-01 -1.11959352048647e-03
 8.18103415642920e-01 -3.82680740468761e-03
 7.98499238735749e-01 -7.18231381732964e-03
 7.79141905315393e-01 -1.11497935663345e-02
 7.60062251958888e-01 -1.57198525601070e-02
 7.41260806363825e-01 -2.07676151115840e-02
 7.22734023819589e-01 -2.61910599867414e-02
 7.04484545432578e-01 -3.19314503464780e-02
 6.86504429857150e-01 -3.79082021929755e-02
 6.68789729550474e-01 -4.40649699436142e-02
 6.51327782422815e-01 -5.03286571941585e-02
 6.34102321737386e-01 -5.66238081934665e-02
 6.17102231513089e-01 -6.28940750295425e-02
 6.00312785001401e-01 -6.90762764287568e-02
 5.83726787678484e-01 -7.51291894439658e-02
 5.67329390282270e-01 -8.09907840537002e-02
 5.51118608344377e-01 -8.66336451853372e-02
 5.35088768957708e-01 -9.20189296570571e-02
 5.19241243135624e-01 -9.71270947304754e-02
 5.03577336385064e-01 -1.01937440027268e-01
 4.88095987723704e-01 -1.06419554328264e-01
 4.72804213963653e-01 -1.10580750133863e-01
 4.57709228330845e-01 -1.14747901409052e-01
 4.42815921561049e-01 -1.18534213119373e-01
 4.28135354765688e-01 -1.21947881663594e-01
 4.13672813279641e-01 -1.24969694623327e-01
 3.99442114388472e-01 -1.27636559967119e-01
 3.85444060550709e-01 -1.29911005528338e-01
 3.71691244198148e-01 -1.31829846551194e-01
 3.58188445997937e-01 -1.33387204831295e-01
 3.44941882653625e-01 -1.34538089631166e-01
 3.31959107840032e-01 -1.35350240953858e-01
 3.19244423183610e-01 -1.35867195905889e-01
 3.06802808166997e-01 -1.36091782420317e-01
 2.94637867188411e-01 -1.36039002627102e-01
 2.82753250650177e-01 -1.35719326665063e-01
 2.71151399620280e-01 -1.35135116879430e-01
 2.59834534939298e-01 -1.34299319461307e-01
 2.48803606653792e-01 -1.33236213189253e-01
 2.38060261966041e-01 -1.32025954429973e-01
 2.27603935349922e-01 -1.30857171318495e-01
 2.17436056278907e-01 -1.29504452436364e-01
 2.07553877884814e-01 -1.27995485179848e-01
 1.97958468012713e-01 -1.26323359681322e-01
 1.88647955138533e-01 -1.24503571904661e-01
 1.79620424836554e-01 -1.22545428804013e-01
 1.70874608228485e-01 -1.20456729187291e-01
 1.62407279067259e-01 -1.18248170124148e-01
 1.54213837428927e-01 -1.15936790131371e-01
 1.46291166647287e-01 -1.13529871754767e-01
 1.38635504132744e-01 -1.11036288167236e-01
 1.31245496739104e-01 -1.08457424026249e-01
 1.24113298024265e-01 -1.05811507971483e-01
 1.17235189593572e-01 -1.03105229823959e-01
 1.10608547220979e-01 -1.00340005021196e-01
 1.04225429760542e-01 -9.75313016795415e-02
 9.80821221239402e-02 -9.46824625462333e-02
 9.21683356443233e-02 -9.18116563734113e-02
 8.64857508958832e-02 -8.89111060846090e-02
 8.10270385553241e-02 -8.59894736868183e-02
 7.57832620648654e-02 -8.30585983657252e-02
 7.07555703763648e-02 -8.01128897980853e-02
 6.59352166362242e-02 -7.71637605205245e-02
 6.13163591125980e-02 -7.42149963449635e-02
 5.68991018327564e-02 -7.12628928967569e-02
 5.26730525574124e-02 -6.83209033830001e-02
 4.86282323640946e-02 -6.53962043923492e-02
 4.47477432518006e-02 -6.25098551726758e-02
 4.10367789130475e-02 -5.96502739768374e-02
 3.74975506432661e-02 -5.68074348326663e-02
 3.41293181794513e-02 -5.39829977754092e-02
 3.09250084396447e-02 -5.11774795786426e-02
 2.78887159344501e-02 -4.83900749058961e-02
 2.50098202793522e-02 -4.56221423706661e-02
 2.22953693270382e-02 -4.28728544208421e-02
 1.97369716626575e-02 -4.01415842603347e-02
 1.73335953914540e-02 -3.74328758716963e-02
 1.50719531394802e-02 -3.47545545769908e-02
 1.29532575166346e-02 -3.21015631745597e-02
 1.10184871380419e-02 -2.94578034540816e-02
 9.23456456462304e-03 -2.68236247564753e-02
 7.61510554610581e-03 -2.42116716915594e-02
 6.14996221121866e-03 -2.16292310996359e-02
 4.80706542160251e-03 -1.90747308690888e-02
 3.64703940038699e-03 -1.65514620871234e-02
 2.64322583663523e-03 -1.40580973097793e-02
 1.73425430539878e-03 -1.15946324722080e-02
 1.05177120591238e-03 -9.17493684153431e-03
 6.40549913986926e-04 -6.80361293326821e-03
 3.03093605561377e-04 -4.46907799593095e-03
 7.95496333935090e-05 -2.19363083993967e-03
 0.00000000000000e+00  0.00000000000000e+00
 7.12494617188448e-05  2.19516707950581e-03
 2.39278999601087e-04  4.46723659546256e-03
 4.90444266967084e-04  6.80659501737310e-03
 7.95157573066973e-04  9.20339054596029e-03
 1.28977529164638e-03  1.16680120457856e-02
 1.93877323463874e-03  1.41922988583208e-02
 2.67293828066482e-03  1.67633822170047e-02
 3.57091778851257e-03  1.93875196815178e-02
 4.63294495555712e-03  2.20562459559523e-02
 5.82551815502617e-03  2.47541791655310e-02
 7.21123884577181e-03  2.74830339501980e-02
 8.75252164776842e-03  3.02443459461227e-02
 1.04301084619364e-02  3.30382654083906e-02
 1.22771743259222e-02  3.58620684497934e-02
 1.42691722361120e-02  3.87110083417317e-02
 1.64322555411063e-02  4.15841884576474e-02
 1.87569990174581e-02  4.44734943927085e-02
 2.12596202573542e-02  4.73762264007342e-02
 2.39332325176597e-02  5.02890647464104e-02
 2.67940578648164e-02  5.32005198157868e-02
 2.98033118251654e-02  5.61506865343529e-02
 3.29422117152279e-02  5.91619770982286e-02
 3.62513971455293e-02  6.21906759339206e-02
 3.97476472047712e-02  6.52278599979320e-02
 4.34403254882619e-02  6.82538795026238e-02
 4.73377838884418e-02  7.12679645998760e-02
 5.14296547666600e-02  7.42779033070329e-02
 5.57241031809367e-02  7.72758305985281e-02
 6.02276080944762e-02  8.02570470509114e-02
 6.49376067602722e-02  8.32230116395960e-02
 6.98610840039734e-02  8.61666466779037e-02
 7.50037866733095e-02  8.90825597979006e-02
 8.03635657398970e-02  9.19748800601500e-02
 8.59511428170991e-02  9.48254353845790e-02
 9.17682848273259e-02  9.76358334547088e-02
 9.78151971167576e-02  1.00407977913902e-01
 1.04104194070083e-01  1.03118094324215e-01
 1.10633344222381e-01  1.05772098017645e-01
 1.17406518915375e-01  1.08364433449778e-01
 1.24429061174513e-01  1.10884241797605e-01
 1.31705433456068e-01  1.13321738501882e-01
 1.39236918486740e-01  1.15676509208155e-01
 1.47026492451262e-01  1.17941597188748e-01
 1.55080615936813e-01  1.20096566440023e-01
 1.63400621945504e-01  1.22139123923520e-01
 1.71986645350138e-01  1.24069712125124e-01
 1.80841051613895e-01  1.25881350951365e-01
 1.89967404146525e-01  1.27556954072921e-01
 1.99367290179122e-01  1.29087348582579e-01
 2.09040338769935e-01  1.30474700651151e-01
 2.18989052271660e-01  1.31702083623185e-01
 2.29211321600447e-01  1.32783296157787e-01
 2.39707773142395e-01  1.33716180773125e-01
 2.50479954376757e-01  1.34634922505652e-01
 2.61527284985513e-01  1.35469650437873e-01
 2.72849372188662e-01  1.36085838091656e-01
 2.84445681407773e-01  1.36471131792158e-01
 2.96315319902869e-01  1.36644268827705e-01
 3.08456977405319e-01  1.36582704055630e-01
 3.20870154162603e-01  1.36310142503288e-01
 3.33552882851772e-01  1.35816025680435e-01
 3.46503766172392e-01  1.35101955603465e-01
 3.59721073634226e-01  1.34173283692242e-01
 3.73203214038094e-01  1.33038018044292e-01
 3.86948420565044e-01  1.31704781957753e-01
 4.00954326870076e-01  1.30109152320895e-01
 4.15218249630454e-01  1.28312569310446e-01
 4.29737861778141e-01  1.26320417501678e-01
 4.44509445812097e-01  1.24237429450538e-01
 4.59532104500797e-01  1.22111184463586e-01
 4.74799758071057e-01  1.19804058094752e-01
 4.90310663464610e-01  1.17331356062070e-01
 5.06059690058056e-01  1.14688970052877e-01
 5.22046323283129e-01  1.11901904767713e-01
 5.38263309072941e-01  1.08957765767711e-01
 5.54706450812226e-01  1.05864091115745e-01
 5.71371842079371e-01  1.02631294797343e-01
 5.88254638475015e-01  9.92669537580433e-02
 6.05345654469544e-01  9.57590829254706e-02
 6.22642511746892e-01  9.21313431378975e-02
 6.40137550416945e-01  8.83831883609850e-02
 6.57825841841224e-01  8.45289972426010e-02
 6.75697229834180e-01  8.05610028957615e-02
 6.93748489392264e-01  7.65047082318862e-02
 7.11969609051672e-01  7.23566517469251e-02
 7.30353937659241e-01  6.81302415937090e-02
 7.48893547428157e-01  6.38347489273297e-02
 7.67581553446705e-01  5.94855600569516e-02
 7.86410017217373e-01  5.50949410547537e-02
 8.05367697823538e-01  5.06624903489991e-02
 8.24447366194024e-01  4.62064976042827e-02
 8.43641610253395e-01  4.17458364094225e-02
 8.62936739230776e-01  3.72737201223669e-02
 8.82327148856799e-01  3.28194619273999e-02
 9.01801346215196e-01  2.83880196538173e-02
 9.21348327007946e-01  2.39876480331096e-02
 9.40962214364954e-01  1.97601295589162e-02
 9.60624062003668e-01  1.54933835966831e-02
 9.80307961125014e-01  1.12021079648170e-02
 1.00000000000000e+00  6.88375397616680e-03
