Time [min], Velocity [m/s]
77786,2.312
77792,2.3859
77797,2.4485
77802,2.4429
77807,2.6042
77813,2.5294
77818,2.402
77823,2.0464
77828,2.0923
77833,2.2706
77839,2.5481
77844,2.7439
77849,2.7218
77854,2.8677
77859,2.8646
77865,2.8774
77870,2.778
77875,2.7531
77880,2.7634
77885,2.6982
77891,2.7436
77896,2.8287
77901,2.7404
77906,2.9533
77911,2.7545
77917,2.7086
77922,2.4319
77927,2.499
77932,2.0549
77937,2.3265
77943,2.4473
77948,2.3867
77953,2.3843
77958,2.25
77964,2.0185
77969,1.9732
77974,1.8677
77979,1.876
77984,1.7668
77990,1.8281
77995,1.8359
78000,1.4643
78005,1.3006
78010,1.2454
78016,1.0637
78021,0.98566
78026,0.94167
78031,0.90169
78036,0.80895
78042,0.68499
78047,0.54662
78052,0.43743
78057,0.3127
78062,0.19378
78068,0.050962
78073,0.22861
78078,0.33766
78083,0.45879
78089,0.66072
78094,0.87758
78099,1.3208
78104,1.3911
78109,1.4229
78115,1.6113
78120,1.7033
78125,1.9399
78130,2.0945
78135,2.1933
78141,2.2843
78146,2.2954
78151,2.4407
78156,2.529
78161,2.6554
78167,2.5928
78172,2.625
78177,2.7337
78182,2.8034
78188,2.7067
78193,2.7429
78198,2.7932
78203,2.8342
78208,2.8031
78214,2.84
78219,2.9443
78224,2.8263
78229,2.8798
78234,2.7667
78240,2.7843
78245,2.85
78250,2.8212
78255,2.6879
78260,2.7867
78266,2.6482
78271,2.7258
78276,2.7457
78281,2.7321
78286,2.7211
78292,2.6363
78297,2.6182
78302,2.6569
78307,2.6066
78312,2.5881
78318,2.5417
78323,2.5471
78328,2.5285
78333,2.4417
78339,2.4708
78344,2.3646
78349,2.3623
78354,2.3742
78359,2.237
78365,2.2175
78370,2.1515
78375,2.1207
78380,2.108
78385,2.0183
78391,1.959
78396,1.9412
78401,1.8499
78406,1.8036
78411,1.7374
78417,1.6183
78422,1.6138
78427,1.4942
78432,1.3861
78437,1.3287
78443,1.2185
78448,1.0606
78453,0.96277
78458,0.83868
78464,0.66112
78469,0.52516
78474,0.33701
78479,0.1507
78484,0.016568
78490,0.22686
78495,0.39379
78500,0.61283
78505,0.85102
78510,1.0343
78516,1.2465
78521,1.4297
78526,1.6186
78531,1.7319
78536,1.7838
78542,1.9046
78547,2.1311
78552,2.1273
78557,1.892
78562,2.0851
78568,2.2349
78573,2.0748
78578,2.5066
78583,2.6631
78589,2.7418
78594,2.934
78599,2.7752
78604,2.9428
78609,2.8754
78615,2.857
78620,3.0321
78625,3.1761
78630,3.162
78635,3.2372
78641,3.2995
78646,3.2374
78651,3.2691
78656,3.3236
78661,3.342
78667,3.5804
78672,3.2822
78677,3.0973
78682,3.0699
78687,2.7792
78693,2.8787
78698,3.001
78703,2.8576
78708,2.9505
78714,2.8191
78719,2.86
78724,2.7152
78729,2.6001
78734,2.5879
78740,2.5236
78745,2.5435
78750,2.4443
78755,2.4516
78760,2.2168
78766,2.2239
78771,2.153
78776,2.0423
78781,2.0357
78786,1.9883
78792,1.8404
78797,1.7894
78802,1.72
78807,1.5364
78812,1.4802
78818,1.4364
78823,1.2197
78828,1.1921
78833,1.0777
78839,0.97261
78844,0.8516
78849,0.7323
78854,0.64235
78859,0.50898
78865,0.39091
78870,0.19954
78875,0.11944
78880,0.046475
78885,0.14889
78891,0.29025
78896,0.48777
78901,0.76116
78906,1.2293
78911,1.5262
78917,1.451
78922,1.4822
78927,1.6388
78932,1.9938
78938,2.155
78943,2.222
78948,2.2278
78953,2.371
78958,2.3578
78964,2.2966
78969,2.4354
78974,2.4924
78979,2.6008
78984,2.6271
78990,2.6725
78995,2.6823
79000,2.7299
79005,2.7706
79010,2.748
79016,2.8805
79021,2.9002
79026,2.8457
79031,2.7195
79036,2.7373
79042,2.7054
79047,2.6875
79052,2.7191
79057,2.6191
79062,2.6383
79068,2.6384
79073,2.5451
79078,2.5319
79083,2.5293
79089,2.4759
79094,2.4511
79099,2.4545
79104,2.4107
79109,2.3778
79115,2.3311
79120,2.31
79125,2.2341
79130,2.219
79135,2.1876
79141,2.1178
79146,2.0256
79151,1.9886
79156,1.9673
79161,1.8565
79167,1.8321
79172,1.7299
79177,1.6372
79182,1.5552
79188,1.4743
79193,1.3589
79198,1.2565
79203,1.1419
79208,1.0409
79214,0.89989
79219,0.75214
79224,0.60724
79229,0.45017
79234,0.27034
79240,0.13106
79245,0.073456
79250,0.18802
79255,0.37991
79260,0.57957
79266,0.81356
79271,1.0249
79276,1.2952
79281,1.4575
79286,1.49
79292,1.6554
79297,1.6969
79302,1.7512
79307,1.9701
79312,1.8257
79318,2.0449
79323,2.1525
79328,2.1921
79333,2.0271
79339,1.9865
79344,2.0034
79349,2.3339
79354,2.6404
79359,2.6996
79365,2.615
79370,2.8291
79375,2.6349
79380,2.8668
79385,3.003
79391,3.0192
79396,3.0651
79401,3.113
79406,3.0051
79411,3.0013
79417,2.9709
79422,2.9938
79427,3.1728
79432,3.1301
79437,3.0243
79443,3.1017
79448,3.0425
79453,3.0565
79458,3.0618
79464,2.8349
79469,2.6766
79474,2.5238
79479,2.6065
79484,2.4817
79490,2.4127
79495,2.395
79500,2.1171
79505,2.0189
79510,1.8591
79516,1.7365
79521,1.5938
79526,1.4759
79531,1.3341
79536,1.1677
79542,1.0847
79547,1.0363
79552,1.2627
79557,1.1492
79562,1.0677
79568,1.1379
79573,1.0583
79578,0.98036
79583,0.85368
79589,0.67586
79594,0.524
79599,0.43168
79604,0.29951
79609,0.164
79615,0.11093
79620,0.1842
79625,0.30705
79630,0.50031
79635,0.66166
79641,1.0472
79646,1.2418
79651,1.3123
79656,1.3384
79661,1.7115
79667,2.0232
79672,2.2343
79677,2.3449
79682,2.357
79688,2.4
79693,2.4498
79698,2.5231
79703,2.6062
79708,2.6273
79714,2.7289
79719,2.8012
79724,2.8417
79729,2.8553
79734,2.8033
79740,2.8487
79745,2.8893
79750,2.974
79755,2.9264
79760,2.9771
79766,2.9881
79771,2.9401
79776,2.9132
79781,2.8869
79786,2.8187
79792,2.8611
79797,2.8674
79802,2.7774
79807,2.7896
79812,2.7319
79818,2.7315
79823,2.7534
79828,2.7449
79833,2.7091
79839,2.6823
79844,2.6539
79849,2.5829
79854,2.5987
79859,2.5472
79865,2.4944
79870,2.4525
79875,2.5022
79880,2.5073
79885,2.392
79891,2.4122
79896,2.3185
79901,2.2844
79906,2.2281
79911,2.2067
79917,2.1161
79922,2.0658
79927,2.0361
79932,1.9453
79937,1.8706
79943,1.8772
79948,1.7319
79953,1.6475
79958,1.6298
79964,1.507
79969,1.3729
79974,1.2443
79979,1.1937
79984,1.0787
79990,0.9499
79995,0.83645
80000,0.67731
80005,0.52007
80010,0.34992
80016,0.20306
80021,0.021984
80026,0.17894
80031,0.39226
80036,0.56618
80042,0.77763
80047,0.99179
80052,1.2241
80057,1.4164
80062,1.5977
80068,1.6546
80073,1.5925
80078,1.8663
80083,2.0569
80089,1.8895
80094,2.1538
80099,2.2138
80104,2.3485
80109,2.3292
80115,2.4724
80120,2.6641
80125,2.6867
80130,2.8758
80135,2.9492
80141,2.9898
80146,2.9194
80151,2.8851
80156,3.0336
80161,3.1249
80167,3.179
80172,3.1935
80177,3.1971
80182,3.2624
80187,3.2595
80193,3.3258
80198,3.2817
80203,3.3483
80208,3.3956
80214,3.1864
80219,3.1609
80224,3.0412
80229,3.0222
80234,2.9663
80240,2.9329
80245,2.9995
80250,3
80255,2.9296
80260,2.9035
80266,2.9278
80271,2.7299
80276,2.5858
80281,2.5258
80286,2.5084
80292,2.3702
80297,2.2956
80302,2.2048
80307,2.0801
80312,2.0538
80318,2.0232
80323,1.9539
80328,1.9283
80333,1.8975
80339,1.6626
80344,1.5852
80349,1.5145
80354,1.4412
80359,1.2437
80365,1.1284
80370,1.0438
80375,1.0559
80380,0.88909
80385,0.73307
80391,0.60138
80396,0.40108
80401,0.22889
80406,0.36222
80411,0.26394
80417,0.16866
80422,0.022469
80427,0.13704
80432,0.36585
80438,0.70208
80443,1.0274
80448,1.3477
80453,1.2176
80458,1.4564
80464,1.6898
80469,1.9536
80474,2.1496
80479,2.2201
80484,2.2077
80490,2.3767
80495,2.3753
80500,2.4216
80505,2.4785
80510,2.5484
80516,2.6148
80521,2.6748
80526,2.7186
80531,2.6958
80536,2.7478
80542,2.7999
80547,2.869
80552,2.7886
80557,2.8724
80562,2.8189
80568,2.803
80573,2.799
80578,2.7369
80583,2.7384
80589,2.729
80594,2.7204
80599,2.6759
80604,2.6587
80609,2.6624
80615,2.5688
80620,2.6329
80625,2.6033
80630,2.5731
80635,2.5322
80641,2.4831
80646,2.4608
80651,2.4285
80656,2.3924
80661,2.3477
80667,2.2034
80672,2.2193
80677,2.1893
80682,2.0923
80687,2.0903
80693,2.0435
80698,1.9546
80703,1.8939
80708,1.8331
80714,1.7516
80719,1.6444
80724,1.5793
80729,1.4897
80734,1.3934
80740,1.2462
80745,1.1444
80750,1.0242
80755,0.89211
80760,0.7469
80766,0.58601
80771,0.44482
80776,0.28032
80781,0.099585
80786,0.070538
80792,0.2068
80797,0.36848
80802,0.56527
80807,0.80636
80812,1.017
80818,1.2334
80823,1.4464
80828,1.5877
80833,1.6961
80839,1.7722
80844,1.9365
80849,2.0451
80854,2.0157
80859,1.8686
80865,1.9346
80870,1.9834
80875,1.9452
80880,2.2551
80885,2.4124
80891,2.5417
80896,2.723
80901,2.6922
80906,2.6878
80911,2.8297
80917,2.4735
80922,2.7215
80927,2.9245
80932,2.9356
80938,3.0154
80943,2.9791
80948,2.9746
80953,3.0044
80958,3.0151
80964,3.0584
80969,3.0168
80974,3.0658
80979,3.1138
80984,2.9854
80990,3.1776
80995,3.1657
81000,2.9918
81005,2.628
81010,2.555
81016,2.386
81021,2.3996
81026,2.6022
81031,2.6033
81036,2.5986
81042,2.5106
81047,2.3186
81052,2.3738
81057,1.9707
81062,1.9351
81068,1.8107
81073,1.5746
81078,1.3452
81083,1.3676
81089,1.2566
81094,1.0466
81099,0.8379
81104,1.015
81109,0.98763
81115,0.93094
81120,0.90985
81125,0.81427
81130,0.70875
81135,0.53667
81141,0.39713
81146,0.2485
81151,0.184
81156,0.17844
81161,0.20101
81167,0.33347
81172,0.48621
81177,0.65714
81182,1.0023
81188,1.3152
81193,1.3907
81198,1.4321
81203,1.5915
81208,1.9037
81214,2.2469
81219,2.2643
81224,2.2209
81229,2.3791
81234,2.4559
81240,2.4232
81245,2.4967
81250,2.6199
81255,2.6831
81260,2.717
81266,2.795
81271,2.8218
81276,2.8354
81281,2.8751
81286,2.8343
81292,2.9129
81297,2.863
81302,2.9264
81307,2.8937
81312,2.8199
81318,2.8606
81323,2.8342
81328,2.8529
81333,2.849
81339,2.751
81344,2.771
81349,2.7309
81354,2.7583
81359,2.8255
81365,2.7524
81370,2.7072
81375,2.5864
81380,2.6467
81385,2.5718
81391,2.5186
81396,2.4729
81401,2.452
81406,2.4825
81411,2.4391
81417,2.4242
81422,2.3844
81427,2.4527
81432,2.3516
81437,2.323
81443,2.2407
81448,2.2072
81453,2.1574
81458,2.0146
81464,2.0042
81469,1.9258
81474,1.8444
81479,1.7993
81484,1.7177
81490,1.6332
81495,1.5956
81500,1.4585
81505,1.3739
81510,1.2951
81516,1.1824
81521,0.98294
81526,0.87604
81531,0.73827
81536,0.60849
81542,0.41376
81547,0.22789
81552,0.06293
81557,0.10897
81562,0.27574
81568,0.45083
81573,0.68715
81578,0.88071
81583,1.0977
81589,1.283
81594,1.2307
81599,1.2466
81604,1.4214
81609,1.5795
81615,1.597
81620,1.666
81625,2.0667
81630,2.2228
81635,2.3419
81641,2.3499
81646,2.273
81651,2.4858
81656,2.6656
81661,2.7823
81667,2.7875
81672,2.8101
81677,3.1332
81682,2.9237
81687,2.9156
81693,3.0267
81698,3.1087
81703,3.111
81708,3.1845
81714,3.2202
81719,3.2787
81724,3.1793
81729,3.3126
81734,3.3098
81740,3.431
81745,3.482
81750,3.3045
81755,3.0952
81760,2.9296
81766,2.9555
81771,2.8391
81776,2.826
81781,2.77
81786,2.8701
81792,2.9485
81797,2.8622
81802,2.8053
81807,2.6168
81812,2.6162
81818,2.5088
81823,2.4197
81828,2.2306
81833,2.0985
81839,2.1881
81844,2.1019
81849,2.0708
81854,1.971
81859,1.9232
81865,1.8794
81870,1.7004
81875,1.6016
81880,1.5217
81885,1.4384
81891,1.3272
81896,1.2199
81901,1.0436
81906,0.90443
81911,0.85928
81917,0.74629
81922,0.5459
81927,0.35017
81932,0.34529
81938,0.28113
81943,0.29282
81948,0.18482
81953,0.10407
81958,0.093499
81964,0.33184
81969,0.57874
81974,0.8991
81979,1.2171
81984,1.1937
81990,1.3228
81995,1.5727
82000,1.7743
82005,2.0755
82010,2.1798
82016,2.3148
82021,2.302
82026,2.3868
82031,2.3465
82036,2.4631
82042,2.567
82047,2.5452
82052,2.7188
82057,2.6913
82062,2.7925
82068,2.7846
82073,2.7633
82078,2.7674
82083,2.8086
82089,2.7705
82094,2.8842
82099,2.8297
82104,2.7669
82109,2.7905
82115,2.8009
82120,2.7609
82125,2.7772
82130,2.7334
82135,2.701
82141,2.6099
82146,2.6305
82151,2.6265
82156,2.6212
82161,2.5831
82167,2.4946
82172,2.524
82177,2.4836
82182,2.4537
82187,2.3943
82193,2.3655
82198,2.3611
82203,2.2628
82208,2.2575
82214,2.1975
82219,2.1508
82224,2.1034
82229,2.0729
82234,2.0039
82240,1.9107
82245,1.8861
82250,1.8296
82255,1.7315
82260,1.6432
82266,1.5422
82271,1.4459
82276,1.3159
82281,1.1932
82286,1.0979
82292,0.97101
82297,0.81723
82302,0.68441
82307,0.56993
82313,0.3917
82318,0.24234
82323,0.071662
82328,0.11318
82333,0.36289
82339,0.63486
82344,0.72669
82349,0.89912
82354,1.1189
82359,1.3234
82365,1.4507
82370,1.5664
82375,1.6085
82380,1.6732
82385,1.7986
82391,2.0221
82396,1.8299
82401,1.875
82406,2.07
82411,2.1605
82417,2.0237
82422,2.2037
82427,2.2798
82432,2.1638
82437,2.0834
82443,2.475
82448,2.7321
82453,2.6865
82458,2.6543
82464,2.7237
82469,2.7892
82474,2.9242
82479,2.8545
82484,2.9616
82490,2.8998
82495,2.8812
82500,2.8729
82505,2.8817
82510,2.7284
82516,2.8657
82521,2.8485
82526,2.8115
82531,2.725
82536,2.8601
82542,2.8316
82547,2.6718
82552,2.6063
82557,2.5379
82562,2.3266
82568,2.1508
82573,2.1779
82578,2.1927
82583,2.3042
82589,2.2847
82594,2.0266
82599,2.0495
82604,1.8515
82609,1.5613
82615,1.3522
82620,1.0763
82625,1.1709
82630,1.2802
82635,1.3541
82641,1.2288
82646,1.1736
82651,0.98242
82656,0.84032
82661,0.72747
82667,0.52308
82672,0.47192
82677,0.37754
82682,0.24832
82688,0.13858
82693,0.16975
82698,0.077957
82703,0.1049
82708,0.24619
82714,0.40294
82719,0.56243
82724,0.82523
82729,1.2369
82734,1.3277
82740,1.3756
82745,1.5593
82750,1.6535
82755,1.9591
82760,2.1227
82766,2.0929
82771,2.2337
82776,2.382
82781,2.3886
82786,2.4982
82792,2.5749
82797,2.564
82802,2.6145
82807,2.6716
82812,2.6789
82818,2.6905
82823,2.7396
82828,2.7473
82833,2.7071
82839,2.7113
82844,2.7832
82849,2.6935
82854,2.6809
82859,2.6435
82865,2.659
82870,2.7161
82875,2.7412
82880,2.6793
82885,2.6337
82891,2.5892
82896,2.7034
82901,2.6594
82906,2.6323
82911,2.616
82917,2.5865
82922,2.5166
82927,2.5286
82932,2.4809
82937,2.5173
82943,2.4469
82948,2.3796
82953,2.3522
82958,2.3343
82964,2.2663
82969,2.2714
82974,2.2265
82979,2.1234
82984,2.1122
82990,2.1084
82995,2.0234
83000,1.9456
83005,1.913
83010,1.8274
83016,1.748
83021,1.667
83026,1.5868
83031,1.4667
83036,1.381
83042,1.3152
83047,1.1567
83052,1.0297
83057,0.85843
83062,0.87342
83068,0.74435
83073,0.58617
83078,0.33358
83083,0.24657
83089,0.021388
83094,0.25499
83099,0.49018
83104,0.71292
83109,0.86467
83115,1.0662
83120,1.2006
83125,1.3202
83130,1.3953
83135,1.4811
83141,1.6116
83146,1.6364
83151,1.6976
83156,1.6096
83161,2.0967
83167,2.1911
83172,2.2883
83177,2.325
83182,2.2275
83187,2.2245
83193,2.4038
83198,2.4098
83203,2.4664
83208,2.5942
83214,3.2176
83219,3.1793
83224,2.644
83229,2.7888
83234,2.8602
83240,2.9202
83245,2.9793
83250,2.8958
83255,2.896
83260,2.9216
83266,3.0317
83271,3.107
83276,2.958
83281,2.8962
83286,2.8816
83292,2.9619
83297,2.888
83302,2.9475
83307,2.9124
83312,2.8971
83318,2.6965
83323,2.5937
83328,2.6099
83333,2.4536
83339,2.3767
83344,2.3234
83349,2.3047
83354,2.1503
83359,2.0806
83365,2.0367
83370,1.9837
83375,1.8448
83380,1.7168
83385,1.6224
83391,1.4886
83396,1.3842
83401,1.5197
83406,1.4296
83411,1.397
83417,1.4421
83422,1.1908
83427,1.2049
83432,1.108
83438,0.96095
83443,0.92953
83448,0.84008
83453,0.65301
83458,0.47953
83464,0.27358
83469,0.20297
83474,0.26696
83479,0.23085
83484,0.21841
83490,0.065861
83495,0.24855
83500,0.42539
83505,0.69081
83510,1.0307
83516,1.1316
83521,1.2488
83526,1.4231
83531,1.7213
83536,1.9333
83542,2.0958
83547,2.1213
83552,2.2804
83557,2.3692
83562,2.422
83568,2.4465
83573,2.5475
83578,2.4795
83583,2.5583
83589,2.6068
83594,2.6334
83599,2.6478
83604,2.6633
83609,2.7434
83615,2.748
83620,2.7942
83625,2.7228
83630,2.7259
83635,2.7087
83641,2.7069
83646,2.7166
83651,2.5992
83656,2.6439
83661,2.5741
83667,2.6066
83672,2.5761
83677,2.5663
83682,2.6213
83687,2.5243
83693,2.5776
83698,2.5273
83703,2.5025
83708,2.4498
83714,2.431
83719,2.3873
83724,2.4208
83729,2.2704
83734,2.2664
83740,2.2008
83745,2.2111
83750,2.1453
83755,2.1398
83760,2.0868
83766,2.07
83771,2.0049
83776,1.9179
83781,1.8682
83786,1.8147
83792,1.7464
83797,1.6536
83802,1.543
83807,1.471
83813,1.3584
83818,1.26
83823,1.1339
83828,1.0134
83833,0.8785
83839,0.72716
83844,0.5883
83849,0.37702
83854,0.27487
83859,0.11988
83865,0.091781
83870,0.37046
83875,0.57362
83880,0.73508
83885,0.89467
83891,1.0645
83896,1.1838
83901,1.3042
83906,1.4358
83911,1.5735
83917,1.6367
83922,1.7213
83927,1.9501
83932,2.0933
83937,2.157
83943,2.2337
83948,2.3142
83953,2.3975
83958,2.3935
83964,2.3064
83969,2.3909
83974,2.5365
83979,2.6124
83984,2.5537
83990,2.3582
83995,2.4082
84000,2.1763
84005,2.4992
84010,2.7168
84016,2.7888
84021,2.6843
84026,2.7977
84031,2.7011
84036,2.7041
84042,2.824
84047,2.9085
84052,2.8619
84057,2.8198
84062,2.8946
84068,2.9101
84073,2.9532
84078,2.8479
84083,2.7892
84089,2.6796
84094,2.5933
84099,2.272
84104,2.2196
84109,2.1476
84115,2.1351
84120,2.198
84125,2.135
84130,1.9719
84135,1.7686
84141,1.7565
84146,1.5728
84151,1.3747
84156,1.555
84161,1.2954
84167,1.165
84172,1.1984
84177,1.2185
84182,1.168
84188,1.0091
84193,0.90718
84198,0.88096
84203,0.73228
84208,0.59374
84214,0.37581
84219,0.25654
84224,0.12797
84229,0.14293
84234,0.098082
84240,0.060493
84245,0.063572
84250,0.20993
84255,0.39747
84260,0.55113
84266,0.85206
84271,1.0628
84276,1.1813
84281,1.2989
84286,1.4666
84292,1.7906
84297,1.9969
84302,2.0963
84307,2.0608
84312,2.1673
84318,2.2509
84323,2.3178
84328,2.4115
84333,2.4263
84339,2.4385
84344,2.4066
84349,2.528
84354,2.5428
84359,2.5436
84365,2.6594
84370,2.6253
84375,2.64
84380,2.5443
84385,2.6057
84391,2.6848
84396,2.6034
84401,2.6625
84406,2.6624
84411,2.6549
84417,2.5684
84422,2.5029
84427,2.4802
84432,2.4843
84437,2.5113
84443,2.4557
84448,2.4274
84453,2.425
84458,2.3364
84464,2.3808
84469,2.3137
84474,2.3402
84479,2.3382
84484,2.2686
84490,2.2283
84495,2.2019
84500,2.1858
84505,2.1142
84510,2.1391
84516,2.0568
84521,1.9947
84526,1.9043
84531,1.9372
84536,1.8238
84542,1.8071
84547,1.7095
84552,1.6704
84557,1.5782
84562,1.5035
84568,1.446
84573,1.2679
84578,1.1657
84583,1.067
84589,0.95882
84594,0.80492
84599,0.66162
84604,0.51157
84609,0.34849
84615,0.15457
84620,0.063157
84625,0.32715
84630,0.4575
84635,0.65869
84641,0.82568
84646,0.98861
84651,1.1486
84656,1.2621
84661,1.4183
84667,1.5354
84672,1.6907
84677,1.8071
84682,1.9099
84688,2.081
84693,2.1697
84698,2.2216
84703,2.3112
84708,2.3524
84714,2.4254
84719,2.3483
84724,2.264
84729,2.4042
84734,2.5136
84740,2.5598
84745,2.4343
84750,2.5674
84755,3.033
84760,2.876
84766,2.5179
84771,2.7496
84776,2.8445
84781,2.8296
84786,2.8518
84792,2.8927
84797,2.8792
84802,2.9472
84807,2.9106
84812,2.9536
84818,2.9866
84823,2.9369
84828,2.8768
84833,2.7753
84839,2.7267
84844,2.684
84849,2.4828
84854,2.5559
84859,2.5677
84865,2.6681
84870,2.5148
84875,2.4217
84880,2.1571
84885,1.7366
84891,2.1477
84896,2.0721
84901,2.0779
84906,1.9416
84911,1.8495
84917,1.7831
84922,1.8009
84927,1.8196
84932,1.5811
84938,1.3497
84943,1.1417
84948,1.1886
84953,1.166
84958,1.0916
84964,1.2346
84969,1.1483
84974,1.0365
84979,0.924
84984,0.78751
84990,0.59797
84995,0.41115
85000,0.28438
85005,0.24231
85010,0.15494
85016,0.14293
85021,0.13647
85026,0.27351
85031,0.41112
85036,0.56624
85042,0.87669
85047,0.90343
85052,1.0973
85057,1.2371
85062,1.4201
85068,1.6586
85073,1.8608
85078,1.9747
85083,2.0609
85089,2.1258
85094,2.2467
85099,2.289
85104,2.3615
85109,2.4219
85115,2.4687
85120,2.4503
85125,2.3899
85130,2.4845
85135,2.4494
85141,2.5505
85146,2.6589
85151,2.6308
85156,2.6574
85161,2.6095
85167,2.6004
85172,2.6021
85177,2.5409
85182,2.5905
85187,2.612
85193,2.5817
85198,2.6599
85203,2.5629
85208,2.5046
85214,2.5149
85219,2.4526
85224,2.4939
85229,2.4285
85234,2.4437
85240,2.378
85245,2.3594
85250,2.3793
85255,2.2889
85260,2.3006
85266,2.2539
85271,2.1691
85276,2.1728
85281,2.1792
85286,2.1001
85292,2.0832
85297,2.0232
85302,1.9699
85307,1.9067
85312,1.8545
85318,1.7741
85323,1.7119
85328,1.6649
85333,1.5846
85339,1.4941
85344,1.4093
85349,1.3087
85354,1.1773
85359,1.0877
85365,1.0269
85370,0.89158
85375,0.73671
85380,0.57547
85385,0.45206
85391,0.32333
85396,0.21939
85401,0.010923
85406,0.41222
85411,0.50259
85417,0.64558
85422,0.79127
85427,0.8739
85432,1.077
85437,1.2222
85443,1.3582
85448,1.5216
85453,1.6053
85458,1.6956
85464,1.7658
85469,1.8992
85474,2.0907
85479,2.1693
85484,2.2431
85490,2.3
85495,2.3727
85500,2.3495
85505,2.256
85510,2.3322
85516,2.3963
85521,2.5159
85526,2.5806
85531,2.5853
85536,2.694
85542,2.6565
85547,2.6181
85552,2.3827
85557,1.9251
85562,2.3727
85568,2.5585
85573,2.5789
85578,2.5531
85583,2.5456
85589,2.4241
85594,2.4525
85599,2.4265
85604,2.5365
85609,2.3951
85615,2.3456
85620,2.2641
85625,2.2823
85630,2.3302
85635,2.2919
85641,2.1644
85646,2.0569
85651,2.2157
85656,2.1301
85661,2.0375
85667,1.9097
85672,1.8586
85677,1.492
85682,1.2322
85688,1.5426
85693,1.5696
85698,1.415
85703,1.3588
85708,1.2001
85714,1.194
85719,1.1525
85724,1.0885
85729,1.0429
85734,0.97671
85740,0.92521
85745,0.8074
85750,0.7138
85755,0.5678
85760,0.45272
85766,0.35179
85771,0.26976
85776,0.19672
85781,0.12932
85786,0.081892
85792,0.081332
85797,0.24288
85802,0.44714
85807,0.63491
85812,0.96429
85818,0.90874
85823,1.0431
85828,1.2718
85833,1.4539
85839,1.7001
85844,1.826
85849,1.8923
85854,1.941
85859,1.99
85865,2.1514
85870,2.1965
85875,2.2689
85880,2.3478
85885,2.3591
85891,2.2896
85896,2.2904
85901,2.3581
85906,2.3993
85911,2.4564
85917,2.4672
85922,2.4589
85927,2.4798
85932,2.524
85937,2.518
85943,2.4819
85948,2.4509
85953,2.4847
85958,2.4258
85964,2.3987
85969,2.3737
85974,2.3914
85979,2.3125
85984,2.2934
85990,2.2534
85995,2.2209
86000,2.1843
86005,2.0623
86010,2.1057
86016,2.0502
86021,2.0562
86026,2.0284
86031,1.9497
86036,1.9444
86042,1.9588
86047,1.9107
86052,1.8685
86057,1.8004
86062,1.7803
86068,1.6938
86073,1.6354
86078,1.5695
86083,1.4817
86089,1.4292
86094,1.3486
86099,1.2689
86104,1.2133
86109,1.0824
86115,1.0067
86120,0.89815
86125,0.78162
86130,0.69794
86135,0.56323
86141,0.43447
86146,0.29101
86151,0.15761
86156,0.33068
86161,0.27199
86167,0.43763
86172,0.55215
86177,0.75071
86182,0.88887
86187,1.0143
86193,1.2195
86198,1.3588
86203,1.5119
86208,1.6341
86214,1.7085
86219,1.782
86224,1.9068
86229,2.0621
86234,2.1401
86240,2.1558
86245,2.2032
86250,2.2198
86255,2.2218
86260,2.2643
86266,2.3094
86271,2.2381
86276,2.0938
86281,2.0126
86286,2.1303
86292,2.146
86297,2.0346
86302,1.9463
86307,1.9497
86313,2.121
86318,2.3467
86323,2.417
86328,2.4531
86333,2.4332
86339,2.5191
86344,2.4652
86349,2.5082
86354,2.4106
86359,2.4363
86365,2.3428
86370,2.2911
86375,2.1997
86380,2.3452
86385,2.2969
86391,2.42
86396,2.4364
86401,2.5243
86406,2.3992
86411,2.2309
86417,1.9669
86422,1.9108
86427,1.9907
86432,2.0684
86438,2.0612
86443,1.9567
86448,1.8846
86453,1.8622
86458,1.7793
86464,1.7276
86469,1.6258
86474,1.5773
86479,1.4377
